ThongTinID	TongDiem
BD1201427		28
BD1201428		30.55
BD1201429		33.75
BD1201430		34.45
BD1201431		32.55
BD1201432		37.8
BD1201433		37.7
BD1201434		36.25
BD1201435		33.3
BD1201436		29.85
BD1201437		11.45
BD1201438		41.35
BD1201439		37.05
BD1201440		20.35
BD1201441		23.3
BD1201442		32.4
BD1201443		31.75
BD1201444		43.25
BD1201446		36.4
BD1201447		39.6
BD1201448		36.8
BD1201449		10.75
BD1201450		25.1
BD1201451		29.6
BD1201452		24.15
BD1201453		43.3
BD1201454		30.75
BD1201455		45.75
BD1201456		21.5
BD1201457		31.65
BD1201458		32.65
BD1201459		28.45
BD1201460		37.75
BD1201461		43.45
BD1201462		42.9
BD1201463		35.4
BD1201464		34.3
BD1201465		35.45
BD1201466		8.3
BD1201467		34.3
BD1201468		40.65
BD1201469		32.5
BD1201470		26.25
BD1201471		37.1
BD1201472		40.8
BD1201473		33.8
BD1201474		25.65
BD1201475		29.3
BD1201476		24.65
BD1201477		34.65
BD1201478		39.2
BD1201479		30.9
BD1201480		31.35
BD1201481		34.5
BD1201482		28.45
BD1201483		36
BD1201484		35.6
BD1201485		35.05
BD1201486		34.2
BD1201487		35.6
BD1201488		46.5
BD1201489		34.15
BD1201490		32
BD1201491		36.6
BD1201492		33.35
BD1201493		35.95
BD1201494		26.75
BD1201495		33.9
BD1201496		30.1
BD1201497		22.45
BD1201498		38.65
BD1201499		26.85
BD1201500		29.55
BD1201501		33.95
BD1201502		26.3
BD1201503		41.95
BD1201504		31.55
BD1201505		48.5
BD1201506		30.3
BD1201507		34.3
BD1201508		38.6
BD1201509		41.5
BD1201510		43.9
BD1201511		56.55
BD1201512		26.55
BD1201513		39.1
BD1201514		12.15
BD1201515		36.8
BD1201516		38.05
BD1201517		40.5
BD1201518		39.45
BD1201519		25.55
BD1201520		35.9
BD1201521		38
BD1201522		34.15
BD1201523		40
BD1201524		44.05
BD1201525		38.25
BD1201526		35.35
BD1201527		35.3
BD1201528		24.65
BD1201529		23.95
BD1201530		50.4
BD1201531		40.6
BD1201532		30.6
BD1201533		41.7
BD1201534		38.95
BD1201535		23.8
BD1201536		29.9
BD1201537		30.45
BD1201538		50.15
BD1201539		38.6
BD1201540		34.85
BD1201541		42.5
BD1201542		26.65
BD1201543		33.3
BD1201544		40
BD1201545		35.35
BD1201546		24.35
BD1201547		30.05
BD1201548		41.6
BD1201549		32.45
BD1201550		40.15
BD1201551		19.55
BD1201552		40.65
BD1201553		45.05
BD1201554		34.4
BD1201555		34.25
BD1201556		14.55
BD1201557		36.4
BD1201558		32.1
BD1201559		32.9
BD1201560		32.7
BD1201561		32.3
BD1201562		41.45
BD1201563		34.45
BD1201564		39.95
BD1201565		37.1
BD1201566		33.25
BD1201567		33.05
BD1201568		42.35
BD1201569		34.6
BD1201570		28.6
BD1201571		36.2
BD1201572		35.9
BD1201573		34.9
BD1201574		34.8
BD1201575		25.3
BD1201576		51.7
BD1201577		30.15
BD1201578		34.35
BD1201579		43.95
BD1201580		27.4
BD1201581		38.95
BD1201582		43.3
BD1201583		33.25
BD1201584		23.2
BD1201585		26.2
BD1201586		41.2
BD1201587		37.1
BD1201588		34.7
BD1201589		29.05
BD1201590		26.1
BD1201591		42.85
BD1201592		34.75
BD1201593		34.05
BD1201594		31.9
BD1201595		8.85
BD1201596		31.95
BD1201597		33.55
BD1201598		25.3
BD1201599		33.1
BD1201600		39.8
BD1201601		39.45
BD1201602		44.7
BD1201603		29.4
BD1201604		44.8
BD1201605		36.65
BD1201606		47.35
BD1201607		20.45
BD1201608		40.55
BD1201609		55.7
BD1201610		13.3
BD1201611		36.05
BD1201612		22.35
BD1201613		40.6
BD1201614		40.35
BD1201615		37.6
BD1201616		39.4
BD1201617		27.55
BD1201618		27.05
BD1201619		32.9
BD1201620		37.2
BD1201621		32.7
BD1201622		41.1
BD1201623		28.55
BD1201624		43.6
BD1201625		43.6
BD1201626		33.1
BD1201627		37.4
BD1201628		29.2
BD1201629		40.7
BD1201630		9.25
BD1201631		35.8
BD1201632		32
BD1201633		38.3
BD1201634		35.5
BD1201635		33.5
BD1201636		35.25
BD1201637		26.45
BD1201638		32.15
BD1201639		33.9
BD1201640		34.85
BD1201641		24.6
BD1201642		19.7
BD1201643		41.35
BD1201644		34.5
BD1201645		35
BD1201646		44.5
BD1201647		38.95
BD1201648		29
BD1201649		29.9
BD1201650		31.85
BD1201651		29.3
BD1201652		42.9
BD1201653		35.35
BD1201654		24
BD1201655		43.9
BD1201656		36.9
BD1201657		26.9
BD1201658		35.15
BD1201659		34.25
BD1201660		32.65
BD1201661		31
BD1201662		36.2
BD1201663		27.85
BD1201664		35
BD1201665		49.4
BD1201666		31.75
BD1201667		24.05
BD1201668		23.3
BD1201669		24.6
BD1201670		37.2
BD1201671		31.95
BD1201672		35.85
BD1201673		26.9
BD1201674		38.15
BD1201675		35.7
BD1201676		30.8
BD1201677		27.1
BD1201678		29.65
BD1201679		37.5
BD1201680		36.75
BD1201681		27.15
BD1201682		27.6
BD1201683		32.05
BD1201684		34.7
BD1201685		49.9
BD1201686		41.5
BD1201687		37.05
BD1201688		29.6
BD1201689		39.7
BD1201690		29.5
BD1201691		44.75
BD1201692		32.55
BD1201693		31.95
BD1201694		41.6
BD1201696		31.9
BD1201697		30.1
BD1201698		35.15
BD1201699		39.65
BD1201700		36.15
BD1201701		19.2
BD1201702		41.25
BD1201703		33.3
BD1201704		45.05
BD1201705		16.8
BD1201706		35.75
BD1201707		33.6
BD1201708		26.05
BD1201709		29.05
BD1201710		28.95
BD1201711		25.25
BD1201712		34.45
BD1201713		43.8
BD1201714		28.75
BD1201715		26.5
BD1201716		38.95
BD1201717		32.35
BD1201718		38.5
BD1201719		30.85
BD1201720		33.45
BD1201721		40.3
BD1201722		40
BD1201723		29.35
BD1201724		27.6
BD1201725		47.5
BD1201726		24.75
BD1201727		39.35
BD1201728		45
BD1201729		26.8
BD1201730		32.95
BD1201731		42.45
BD1201732		44.2
BD1201733		30.7
BD1201734		36.65
BD1201735		30.75
BD1201736		30.65
BD1201737		28.3
BD1201738		29.7
BD1201739		33.8
BD1201740		35.45
BD1201741		43.2
BD1201742		22.25
BD1201743		46.55
BD1201744		43.9
BD1201745		35.9
BD1201746		38.4
BD1201747		28.6
BD1201748		34.4
BD1201749		38.95
BD1201750		35.35
BD1201751		29.15
BD1201752		33.95
BD1201753		47.35
BD1201754		21.45
BD1201755		32.4
BD1201756		40.5
BD1201757		36.65
BD1201758		33.5
BD1201759		28.95
BD1201760		30.15
BD1201761		19.2
BD1201762		32.35
BD1201763		24.5
BD1201764		34.6
BD1201765		31.95
BD1201766		19.95
BD1201767		29.65
BD1201768		32.65
BD1201769		29.95
BD1201770		35.6
BD1201771		34.65
BD1201772		30.15
BD1201773		21.7
BD1201774		31.85
BD1201775		33.35
BD1201776		31.8
BD1201777		21.65
BD1201778		22.85
BD1201779		39.85
BD1201780		35.5
BD1201781		34.15
BD1201782		39.65
BD1201783		33.35
BD1201784		31.05
BD1201785		18.15
BD1201786		37.8
BD1201787		36
BD1201788		34.25
BD1201789		38.15
BD1201790		29.55
BD1201791		41.8
BD1201792		44.7
BD1201793		29.6
BD1201794		40.8
BD1201795		36.9
BD1201796		26.05
BD1201797		36.9
BD1201798		37.6
BD1201799		35.1
BD1201800		43.15
BD1201801		33.95
BD1201802		37.75
BD1201803		43.6
BD1201804		32.75
BD1201805		31.2
BD1201806		28.7
BD1201807		21.25
BD1201808		26.6
BD1201809		42.2
BD1201810		21.75
BD1201811		38.9
BD1201812		11.2
BD1201813		32.1
BD1201814		31.4
BD1201815		36.9
BD1201816		19.65
BD1201817		35.5
BD1201818		20.35
BD1201819		13.7
BD1201820		38
BD1201821		33.4
BD1201822		38.05
BD1201823		36.65
BD1201824		33.15
BD1201825		33.05
BD1201826		38.35
BD1201827		32.7
BD1201828		16.1
BD1201829		21.2
BD1201830		30.4
BD1201831		34.55
BD1201832		25.7
BD1201833		34.75
BD1201834		32.6
BD1201835		43.7
BD1201836		40.4
BD1201837		34.9
BD1201838		37.6
BD1201839		36.6
BD1201840		40.4
BD1201841		29.35
BD1201842		33.2
BD1201843		46
BD1201844		14.75
BD1201845		42.5
BD1201846		40
BD1201847		27.25
BD1201848		29.95
BD1201849		42.3
BD1201850		31.5
BD1201851		39.3
BD1201852		40.55
BD1201853		29.1
BD1201854		50.95
BD1201855		32.6
BD1201856		38.7
BD1201857		28.9
BD1201858		30.7
BD1201859		38.4
BD1201860		32.9
BD1201861		35.1
BD1201862		41.85
BD1201863		43.7
BD1201864		41.55
BD1201865		38.1
BD1201866		31.8
BD1201867		20.75
BD1201868		43.8
BD1201869		32
BD1201870		26.2
BD1201871		39
BD1201872		33.15
BD1201873		37.5
BD1201874		22.75
BD1201875		36.35
BD1201876		40.3
BD1201877		29.95
BD1201878		21.4
BD1201879		35.8
BD1201880		47.65
BD1201881		32.35
BD1201882		30.95
BD1201883		28.7
BD1201884		30.4
BD1201885		36.4
BD1201886		32.9
BD1201887		32.6
BD1201888		37.75
BD1201889		58.15
BD1201890		31.45
BD1201891		33.25
BD1201892		34.9
BD1201893		31.45
BD1201894		34.5
BD1201895		33.9
BD1201896		40.05
BD1201897		34.6
BD1201898		35.95
BD1201899		47.9
BD1201900		41.65
BD1201901		22.8
BD1201902		30.85
BD1201903		39.3
BD1201904		27.4
BD1201905		44.6
BD1201906		31
BD1201907		30.05
BD1201908		38.2
BD1201909		30.95
BD1201910		30.1
BD1201911		41.45
BD1201912		25.55
BD1201913		47.4
BD1201914		51.35
BD1201915		23.75
BD1201916		37.5
BD1201917		24.9
BD1201918		27.85
BD1201919		30.5
BD1201920		30.55
BD1201921		36.15
BD1201922		32.45
BD1201923		30.85
BD1201924		52.8
BD1201925		31.45
BD1201926		28.75
BD1201927		27.45
BD1201928		52.95
BD1201929		34.4
BD1201930		31.8
BD1201931		32.55
BD1201932		44.75
BD1201933		34.6
BD1201934		26.45
BD1201935		26.45
BD1201936		37.75
BD1201937		25.9
BD1201938		41
BD1201939		47.55
BD1201940		54.5
BD1201941		33.6
BD1201942		44.9
BD1201943		31
BD1201944		33.05
BD1201945		18.75
BD1201946		36
BD1201947		36.6
BD1201948		39.55
BD1201949		45.8
BD1201950		28.75
BD1201951		49.6
BD1201952		33.7
BD1201953		44.75
BD1201954		38.2
BD1201955		42.15
BD1201956		27.6
BD1201957		35.35
BD1201958		37.4
BD1201959		35.85
BD1201960		24.2
BD1201961		29.3
BD1201962		34.7
BD1201963		39.2
BD1201964		37.65
BD1201965		37.5
BD1201966		32.6
BD1201967		35.35
BD1201968		32.9
BD1201969		34.8
BD1201970		35.95
BD1201971		29.25
BD1201972		39.9
BD1201973		33
BD1201974		30.55
BD1201975		37.05
BD1201976		29.15
BD1201977		42.5
BD1201978		33.25
BD1201979		26
BD1201980		35.25
BD1201981		34.55
BD1201982		45.55
BD1201983		40.3
BD1201984		32.4
BD1201985		28.4
BD1201986		39.15
BD1201987		55.95
BD1201988		32.35
BD1201989		32.9
BD1201990		31.3
BD1201991		39.5
BD1201992		32.35
BD1201993		40.95
BD1201994		34.6
BD1201995		31.85
BD1201996		29.7
BD1201997		26.65
BD1201998		29.65
BD1201999		22.25
BD1202000		35.4
BD1202001		30.1
BD1202002		31.15
BD1202003		14.4
BD1202004		28.9
BD1202005		32.3
BD1202006		26.1
BD1202007		31.7
BD1202008		41.05
BD1202009		42.2
BD1202010		33.1
BD1202011		44.15
BD1202012		36.75
BD1202013		27.15
BD1202014		34.45
BD1202015		35.7
BD1202016		33.7
BD1202017		39.85
BD1202018		38.15
BD1202019		44.05
BD1202020		24.7
BD1202021		46.35
BD1202022		38.85
BD1202023		31
BD1202024		34.7
BD1202025		38.15
BD1202026		32.1
BD1202027		35.65
BD1202028		54.05
BD1202029		41.05
BD1202030		31
BD1202031		38.05
BD1202032		23.95
BD1202033		21.9
BD1202034		22.1
BD1202035		29.65
BD1202036		34.65
BD1202037		25.25
BD1202038		39.8
BD1202039		41.7
BD1202040		30.75
BD1202041		33.5
BD1202042		36.5
BD1202043		34.2
BD1202044		32.05
BD1202045		35.95
BD1202046		32.2
BD1202047		34.45
BD1202048		25.35
BD1202049		36.7
BD1202050		27.75
BD1202051		18.95
BD1202052		31.8
BD1202053		31.3
BD1202054		50.25
BD1202055		30.7
BD1202056		28.45
BD1202057		36.15
BD1202058		26.55
BD1202059		24
BD1202060		38.25
BD1202061		47.25
BD1202062		31.9
BD1202063		35.5
BD1202064		36.65
BD1202065		34.95
BD1202066		38.5
BD1202067		36.75
BD1202068		26.45
BD1202069		26.55
BD1202070		20.3
BD1202071		28.1
BD1202072		34.45
BD1202073		38.6
BD1202074		29.45
BD1202075		40.8
BD1202076		37.85
BD1202077		31.7
BD1202078		34.2
BD1202079		26.5
BD1202080		27.9
BD1202081		33.25
BD1202082		41.55
BD1202083		29
BD1202084		34.7
BD1202085		45.45
BD1202086		34.15
BD1202087		27
BD1202088		33.75
BD1202089		16
BD1202090		31.7
BD1202091		36.5
BD1202092		33
BD1202093		29.8
BD1202094		35.9
BD1202095		33.25
BD1202096		26.45
BD1202097		24.65
BD1202098		23.65
BD1202099		8.3
BD1202100		47.05
BD1202101		35.3
BD1202102		26.45
BD1202103		42.9
BD1202104		34
BD1202105		29.45
BD1202106		40.8
BD1202107		45.05
BD1202108		25.05
BD1202109		27.15
BD1202110		37.6
BD1202111		36.4
BD1202112		39.55
BD1202113		48.8
BD1202114		25.85
BD1202115		36.2
BD1202116		37.25
BD1202117		39.1
BD1202118		35.95
BD1202119		28.15
BD1202120		39.85
BD1202121		35.45
BD1202122		47.15
BD1202123		21.75
BD1202124		25.5
BD1202125		32.35
BD1202126		14
BD1202127		22
BD1202128		39.25
BD1202129		26.05
BD1202130		45.95
BD1202131		37.4
BD1202132		44.65
BD1202133		28.3
BD1202134		26.8
BD1202135		50.8
BD1202136		34.15
BD1202137		38.3
BD1202138		33.85
BD1202139		33.05
BD1202140		24.5
BD1202141		40.4
BD1202142		21.55
BD1202143		28.25
BD1202144		36.45
BD1202145		30.15
BD1202146		31.6
BD1202147		37.75
BD1202148		34.5
BD1202149		36.5
BD1202150		30.35
BD1202151		35.7
BD1202152		37.75
BD1202153		42.35
BD1202154		36.9
BD1202155		33.8
BD1202156		29.25
BD1202157		29.25
BD1202158		37.65
BD1202159		37.05
BD1202160		29.95
BD1202161		27.9
BD1202162		32.25
BD1202163		39.55
BD1202164		54.5
BD1202165		21.85
BD1202166		17
BD1202167		34.6
BD1202168		38.6
BD1202169		30.3
BD1202170		40.4
BD1202171		39.65
BD1202172		34.35
BD1202173		43.55
BD1202174		36.45
BD1202175		26.35
BD1202176		25.95
BD1202177		25.7
BD1202178		29.1
BD1202179		34.5
BD1202180		34.05
BD1202181		32.25
BD1202182		27.9
BD1202183		37.45
BD1202184		40.7
BD1202185		36.35
BD1202186		34.3
BD1202187		37.1
BD1202188		33.15
BD1202189		37.2
BD1202190		31.3
BD1202191		61.2
BD1202192		32.7
BD1202193		38.35
BD1202194		33.8
BD1202195		37
BD1202196		32.15
BD1202197		31.15
BD1202198		25.75
BD1202199		40.5
BD1202200		40.6
BD1202201		28.45
BD1202202		30.35
BD1202203		31
BD1202204		27.7
BD1202205		39.05
BD1202206		44.55
BD1202207		42.9
BD1202208		32.95
BD1202209		37.35
BD1202210		25.25
BD1202211		32.55
BD1202212		44.2
BD1202213		25.85
BD1202214		31.85
BD1202215		38.8
BD1202216		38.95
BD1202217		31.4
BD1202218		33.1
BD1202219		36.4
BD1202220		37.35
BD1202221		25.25
BD1202222		24.3
BD1202223		28.8
BD1202224		28.9
BD1202225		33.4
BD1202226		27.75
BD1202227		33.5
BD1202228		40.45
BD1202229		35.1
BD1202230		42.45
BD1202231		33.1
BD1202232		46.2
BD1202233		29.3
BD1202234		30.6
BD1202235		26.45
BD1202236		25.2
BD1202237		40.5
BD1202238		49.8
BD1202239		44.5
BD1202240		25.65
BD1202241		29.9
BD1202242		43.45
BD1202243		35.25
BD1202245		27.05
BD1202246		35.85
BD1202247		31.55
BD1202248		41.9
BD1202249		6.45
BD1202250		43.35
BD1202251		37.6
BD1202252		34.3
BD1202253		32.3
BD1202254		33.45
BD1202255		35.85
BD1202256		31.45
BD1202257		27.55
BD1202258		39.85
BD1202259		33.5
BD1202260		28.8
BD1202261		33.65
BD1202262		50.2
BD1202263		25.15
BD1202264		34.2
BD1202265		34.05
BD1202266		27.15
BD1202267		42.85
BD1202268		31.6
BD1202269		28.95
BD1202270		34.1
BD1202271		32.95
BD1202272		31.5
BD1202273		30
BD1202274		32.1
BD1202275		32.4
BD1202276		38.55
BD1202277		26.8
BD1202278		40.9
BD1202279		37.75
BD1202280		33.95
BD1202281		34.2
BD1202282		39.1
BD1202283		39
BD1202284		39.5
BD1202285		25.75
BD1202286		8.5
BD1202287		21.5
BD1202288		32.9
BD1202289		39.9
BD1202290		36.25
BD1202291		46.9
BD1202292		36.9
BD1202293		42.15
BD1202294		29.15
BD1202295		36.4
BD1202296		41.1
BD1202297		31.7
BD1202298		40.2
BD1202299		33.3
BD1202300		54.1
BD1202301		26.55
BD1202302		38.7
BD1202303		40.5
BD1202304		30.55
BD1202305		38.65
BD1202306		33.3
BD1202307		50.7
BD1202308		23.7
BD1202309		31.75
BD1202310		28.95
BD1202311		34.85
BD1202312		36.25
BD1202313		32.7
BD1202314		35.2
BD1202315		52.4
BD1202316		44.85
BD1202317		35.25
BD1202318		34.15
BD1202319		26.45
BD1202320		28.6
BD1202321		34.85
BD1202322		37.95
BD1202323		24.75
BD1202324		39.4
BD1202325		34.15
BD1202326		27.6
BD1202327		31
BD1202328		32.35
BD1202329		40.6
BD1202330		22.35
BD1202331		29.9
BD1202332		34.8
BD1202333		35.95
BD1202334		41.15
BD1202335		43.4
BD1202336		28.6
BD1202337		36.6
BD1202338		41.2
BD1202339		28.5
BD1202340		34.6
BD1202341		31.2
BD1202342		26.2
BD1202343		27.35
BD1202344		37.1
BD1202345		43.25
BD1202346		37.95
BD1202347		33.7
BD1202348		46.5
BD1202349		41.35
BD1202350		32.45
BD1202351		28.1
BD1202352		35.8
BD1202353		26.45
BD1202354		31.3
BD1202355		21
BD1202356		35.8
BD1202357		38.3
BD1202358		34.15
BD1202359		28.1
BD1202360		32.45
BD1202361		38.6
BD1202362		36
BD1202363		10.65
BD1202364		28.55
BD1202365		36.2
BD1202366		40.85
BD1202367		17.75
BD1202368		26.55
BD1202369		30.05
BD1202370		42.85
BD1202371		36.55
BD1202372		42.2
BD1202373		29
BD1202374		27.8
BD1202375		37.25
BD1202376		37.25
BD1202377		32.1
BD1202378		36.1
BD1202379		37.2
BD1202380		26
BD1202381		26.65
BD1202382		34.25
BD1202383		26.25
BD1202384		32.8
BD1202385		50.15
BD1202386		28.45
BD1202387		35.1
BD1202388		40.3
BD1202389		33.3
BD1202390		43.9
BD1202391		44.55
BD1202392		27.75
BD1202393		31.5
BD1202394		41.55
BD1202395		29.85
BD1202396		35
BD1202397		42.4
BD1202398		26.85
BD1202399		37.6
BD1202400		36.7
BD1202401		33.8
BD1202402		25.9
BD1202403		36.55
BD1202404		39.1
BD1202405		32
BD1202406		22.45
BD1202407		32.9
BD1202408		26.3
BD1202409		41.55
BD1202410		27.5
BD1202411		41.3
BD1202412		43.9
BD1202413		39.8
BD1202414		30.95
BD1202415		31.05
BD1202416		34.85
BD1202417		45.05
BD1202418		39.05
BD1202419		44.4
BD1202420		39.2
BD1202421		39.65
BD1202422		29.95
BD1202423		38.55
BD1202424		22.75
BD1202425		20.7
BD1202426		31
BD1202427		38
BD1202428		34.35
BD1202429		33.9
BD1202430		27.2
BD1202431		32.9
BD1202432		30.85
BD1202433		26.55
BD1202434		34.95
BD1202435		34.6
BD1202436		28.9
BD1202437		32.75
BD1202438		43.6
BD1202439		26.7
BD1202440		35.45
BD1202441		34.6
BD1202442		31.6
BD1202443		37.5
BD1202444		34.85
BD1202445		37.8
BD1202446		30.5
BD1202447		36.7
BD1202448		25.5
BD1202449		26.35
BD1202450		36
BD1202451		34.3
BD1202452		32.35
BD1202453		37.35
BD1202454		35.55
BD1202455		27.1
BD1202456		37.8
BD1202457		37.4
BD1202458		33.55
BD1202459		33.25
BD1202460		26.8
BD1202461		32.65
BD1202462		36.1
BD1202463		9.25
BD1202464		29.65
BD1202465		15.4
BD1202466		32.3
BD1202467		33.55
BD1202468		30.1
BD1202469		35.85
BD1202470		36.6
BD1202471		33.1
BD1202472		10.05
BD1202473		42.25
BD1202474		41.85
BD1202475		33.5
BD1202476		35
BD1202477		26.45
BD1202478		30.9
BD1202479		40.8
BD1202480		55.3
BD1202481		46.85
BD1202482		41.8
BD1202483		33
BD1202484		40.05
BD1202485		30.2
BD1202486		34.65
BD1202487		34.95
BD1202488		35.6
BD1202489		45.4
BD1202491		34.35
BD1202492		34.4
BD1202493		34.6
BD1202494		35.7
BD1202495		39
BD1202496		37.6
BD1202497		25.8
BD1202498		35.35
BD1202499		17.95
BD1202500		37.2
BD1202501		32.85
BD1202502		31.35
BD1202503		32.05
BD1202504		30.85
BD1202505		41.5
BD1202506		44.9
BD1202507		35.55
BD1202508		29.4
BD1202509		18.4
BD1202510		31.65
BD1202511		37
BD1202512		31.15
BD1202513		32.5
BD1202514		39.75
BD1202515		53.9
BD1202516		34.15
BD1202517		41
BD1202518		33.65
BD1202519		25.7
BD1202520		25.85
BD1202521		39.15
BD1202522		31.15
BD1202523		32.1
BD1202524		28
BD1202525		34.95
BD1202526		34.9
BD1202527		41.15
BD1202528		31.1
BD1202529		31.1
BD1202530		41.9
BD1202531		24.6
BD1202532		34.45
BD1202533		28.15
BD1202534		49.05
BD1202535		40.6
BD1202536		37.25
BD1202537		42.4
BD1202538		26.45
BD1202539		34.15
BD1202540		27.8
BD1202541		38.45
BD1202542		27.5
BD1202543		45.2
BD1202544		30.95
BD1202545		25.85
BD1202546		30.25
BD1202547		22.8
BD1202548		31.3
BD1202549		45.7
BD1202550		26.4
BD1202551		30.35
BD1202552		40.05
BD1202553		36.4
BD1202554		34.35
BD1202555		31.3
BD1202556		38.3
BD1202557		30.75
BD1202558		24
BD1202559		40.45
BD1202560		33.5
BD1202561		40.9
BD1202562		34.55
BD1202563		29.65
BD1202564		39.9
BD1202565		30.75
BD1202566		37.25
BD1202567		28.45
BD1202568		34.4
BD1202569		25.45
BD1202570		24.45
BD1202571		48.35
BD1202572		40.65
BD1202573		31.6
BD1202574		9.25
BD1202575		37.95
BD1202576		37.2
BD1202577		25.7
BD1202578		27.8
BD1202579		29.55
BD1202580		9.45
BD1202581		58.85
BD1202582		41.65
BD1202583		50.4
BD1202584		28.9
BD1202585		31.4
BD1202586		39.7
BD1202587		21.4
BD1202588		42.1
BD1202589		37.7
BD1202590		29.1
BD1202591		34.4
BD1202592		27.7
BD1202593		29.8
BD1202594		32.85
BD1202595		34.35
BD1202596		22.7
BD1202597		34.75
BD1202598		38.6
BD1202599		39.75
BD1202600		27.1
BD1202601		27.85
BD1202602		30.55
BD1202603		32.2
BD1202604		36.55
BD1202605		32.35
BD1202606		30.3
BD1202607		35.2
BD1202609		35.45
BD1202610		36.35
BD1202611		33.35
BD1202612		41.95
BD1202613		56.9
BD1202614		29.8
BD1202615		29.3
BD1202616		31.25
BD1202617		38.8
BD1202618		31.15
BD1202619		28.15
BD1202620		20.5
BD1202621		35.95
BD1202622		27.65
BD1202623		29.55
BD1202624		37.05
BD1202625		32.45
BD1202626		37.35
BD1202627		30.85
BD1202628		31.25
BD1202629		39.15
BD1202630		38
BD1202631		44.45
BD1202632		30.15
BD1202633		31.4
BD1202634		32.5
BD1202635		48.35
BD1202636		48.05
BD1202637		26.2
BD1202638		33.6
BD1202639		45.05
BD1202640		36.35
BD1202641		28.15
BD1202642		44.1
BD1202643		34.05
BD1202644		41.65
BD1202645		36.75
BD1202646		35.85
BD1202648		33
BD1202649		23.85
BD1202650		29.3
BD1202651		24.7
BD1202652		20.6
BD1202653		38.85
BD1202654		24.65
BD1202655		27.3
BD1202656		30.7
BD1202657		23.3
BD1202658		38.7
BD1202659		34.45
BD1202660		31
BD1202661		30.25
BD1202662		32.25
BD1202663		33.8
BD1202664		33.05
BD1202665		28.8
BD1202666		39.2
BD1202667		41
BD1202668		29.15
BD1202669		35.95
BD1202670		34.1
BD1202671		27.95
BD1202672		38.2
BD1202673		34.25
BD1202674		21.65
BD1202675		34.2
BD1202676		33.2
BD1202677		31.35
BD1202678		29.55
BD1202679		34.7
BD1202680		40.75
BD1202681		37.1
BD1202682		37.15
BD1202683		37.9
BD1202684		31.15
BD1202685		33.9
BD1202686		26.45
BD1202687		30.9
BD1202688		31.25
BD1202689		33.75
BD1202690		34.65
BD1202691		24.5
BD1202693		18.55
BD1202694		19.85
BD1202695		44.7
BD1202696		30.4
BD1202697		40.15
BD1202698		28.4
BD1202699		25.6
BD1202700		33.75
BD1202701		27.9
BD1202702		31.5
BD1202703		45.1
BD1202704		43.55
BD1202705		31.75
BD1202706		36
BD1202707		39.55
BD1202708		30.85
BD1202709		34.9
BD1202710		30.45
BD1202711		38.8
BD1202712		34.75
BD1202713		42.3
BD1202714		28.5
BD1202715		35.9
BD1202716		26.25
BD1202717		32.05
BD1202718		36.8
BD1202719		37.4
BD1202720		37.2
BD1202721		31.9
BD1202722		29.55
BD1202723		39.3
BD1202724		22.4
BD1202725		31.35
BD1202726		24.7
BD1202727		18.65
BD1202728		27.8
BD1202729		36.35
BD1202730		40.8
BD1202731		35.45
BD1202732		29.15
BD1202733		30.15
BD1202734		31.2
BD1202735		29.1
BD1202736		25.5
BD1202737		39.45
BD1202738		56.1
BD1202739		38.95
BD1202740		41.85
BD1202741		35.9
BD1202742		24.35
BD1202743		39.5
BD1202744		37.1
BD1202745		33.95
BD1202746		31.25
BD1202747		37.85
BD1202748		18.85
BD1202749		39.45
BD1202750		23.5
BD1202751		17.95
BD1202752		28.7
BD1202753		28.25
BD1202754		31.5
BD1202755		26.4
BD1202756		42.1
BD1202757		28.65
BD1202758		33.1
BD1202759		14
BD1202760		9.8
BD1202761		19.7
BD1202762		37.55
BD1202763		26.4
BD1202764		26.9
BD1202765		30.15
BD1202766		34.15
BD1202767		37.1
BD1202768		32.65
BD1202769		35.4
